,Rank,Name,Revenue,revenue(% change),profits in millions,profits % change,assets,market value,change in rank in 1000,employees,change in rank(500 only),measure_up_rank
0,1,Walmart,"$559,151 ",0.067,"$13,510 ",-0.092,"$252,496 ","$382,642.80 ",-,2300000,-,20
1,2,Amazon,"$386,064 ",0.376,"$21,331 ",0.841,"$321,195 ","$1,558,069.60 ",-,1298000,-,11
2,3,Apple,"$274,515 ",0.055,"$57,411 ",0.039,"$323,888 ","$2,050,665.90 ",1,147000,1,188
3,4,CVS Health,"$268,706 ",0.046,"$7,179 ",0.082,"$230,715 ","$98,653.20 ",1,256500,1,57
4,5,UnitedHealth Group,"$257,141 ",0.062,"$15,403 ",0.113,"$197,289 ","$351,725 ",2,330000,2,25
5,6,Berkshire Hathaway,"$245,510 ",-0.036,"$42,521 ",-0.478,"$873,729 ","$587,823 ",-,360000,-,-
6,7,McKesson,"$231,051 ",0.078,$900 ,25.471,"$61,247 ","$31,044 ",1,70000,1,205
7,8,AmerisourceBergen,"$189,893.90 ",0.057,"($3,408.70)",-4.985,"$44,274.80 ","$24,169.70 ",2,21500,2,120
8,9,Alphabet,"$182,527 ",0.128,"$40,269 ",0.173,"$319,616 ","$1,392,561.80 ",2,135301,2,215
9,10,Exxon Mobil,"$181,502 ",-0.315,"($22,440)",-2.565,"$332,750 ","$236,355.40 ",-7,72000,-7,327
10,11,AT&T,"$171,760 ",-0.052,"($5,176)",-1.372,"$525,761 ","$215,878.50 ",-2,230760,-2,26
11,12,Costco Wholesale,"$166,761 ",0.092,"$4,002 ",0.094,"$55,556 ","$155,984.30 ",2,214500,2,123
12,13,Cigna,"$160,401 ",0.045,"$8,458 ",0.657,"$155,451 ","$83,976.10 ",-,72963,-,179
13,14,Cardinal Health,"$152,922 ",0.051,"($3,696)",-3.712,"$40,766 ","$17,840.30 ",2,48000,2,64
14,15,Microsoft,"$143,015 ",0.136,"$44,281 ",0.128,"$301,311 ","$1,778,228.20 ",6,163000,6,1
15,16,Walgreens Boots Alliance,"$139,537 ",0.02,$456 ,-0.885,"$87,174 ","$47,455.30 ",3,277000,3,19
16,17,Kroger,"$132,498 ",0.084,"$2,585 ",0.558,"$48,662 ","$27,064.30 ",6,465000,6,190
17,18,Home Depot,"$132,110 ",0.199,"$12,866 ",0.144,"$70,581 ","$328,775.40 ",8,504800,8,66
18,19,JPMorgan Chase,"$129,503 ",-0.091,"$29,131 ",-0.2,"$3,386,071 ","$464,530.80 ",-2,255351,-2,54
19,20,Verizon Communications,"$128,292 ",-0.027,"$17,801 ",-0.076,"$316,481 ","$240,633.30 ",-,132200,-,7
20,21,Ford Motor,"$127,144 ",-0.184,"($1,279)",-28.213,"$267,261 ","$48,739 ",-9,186000,-9,207
21,22,General Motors,"$122,485 ",-0.107,"$6,427 ",-0.045,"$235,194 ","$82,794.90 ",-4,155000,-4,156
22,23,Anthem,"$121,867 ",0.169,"$4,572 ",-0.049,"$86,615 ","$87,908.90 ",6,83400,6,18
23,24,Centene,"$111,115 ",0.489,"$1,808 ",0.369,"$68,719 ","$37,169.60 ",18,71300,18,2
24,25,Fannie Mae,"$106,437 ",-0.115,"$11,805 ",-0.166,"$3,985,749 ","$2,397.20 ",-1,7700,-1,343
25,26,Comcast,"$103,564 ",-0.049,"$10,534 ",-0.193,"$273,869 ","$247,859.30 ",2,168000,2,88
26,27,Chevron,"$94,692 ",-0.354,"($5,543)",-2.896,"$239,790 ","$201,865 ",-12,47736,-12,56
27,28,Dell Technologies,"$94,224 ",0.022,"$3,250 ",-0.296,"$123,415 ","$67,229.10 ",6,158000,6,142
28,29,Bank of America,"$93,753 ",-0.175,"$17,894 ",-0.348,"$2,819,627 ","$333,788.40 ",-4,212505,-4,10
29,30,Target,"$93,561 ",0.198,"$4,368 ",0.331,"$51,248 ","$98,760.90 ",7,409000,7,3
30,31,Lowe's,"$89,597 ",0.242,"$5,835 ",0.363,"$46,735 ","$136,407.90 ",13,280000,13,175
31,32,Marathon Petroleum,"$88,952 ",-0.287,"($9,826)",-4.726,"$85,158 ","$34,873.80 ",-10,57900,-10,181
32,33,Citigroup,"$88,839 ",-0.141,"$11,047 ",-0.431,"$2,260,090 ","$151,806.40 ",-2,210153,-2,17
33,34,Meta Platforms,"$85,965 ",0.216,"$29,146 ",0.577,"$159,316 ","$838,724.20 ",12,58604,12,44
34,35,United Parcel Service,"$84,628 ",0.142,"$1,343 ",-0.698,"$62,408 ","$147,791.60 ",8,408255,8,105
35,36,Johnson & Johnson,"$82,584 ",0.006,"$14,714 ",-0.027,"$174,894 ","$432,685.30 ",-1,134500,-1,51
36,37,Wells Fargo,"$80,303 ",-0.227,"$3,301 ",-0.831,"$1,955,163 ","$161,521 ",-7,268531,-7,13
37,38,General Electric,"$79,619 ",-0.164,"$5,704 ",-,"$253,452 ","$115,342.50 ",-5,184000,-5,306
38,39,State Farm Insurance,"$78,898 ",-0.006,"$3,738.90 ",-0.331,"$299,104.50 ",-,-3,57582,-3,-
39,40,Intel,"$77,867 ",0.082,"$20,899 ",-0.007,"$153,091 ","$260,630.10 ",5,110600,5,6
40,41,Humana,"$77,155 ",0.189,"$3,367 ",0.244,"$34,969 ","$54,087.70 ",11,48700,11,48
41,42,International Business Machines,"$73,620 ",-0.046,"$5,590 ",-0.407,"$155,971 ","$119,080.30 ",-4,364800,-4,91
42,43,Procter & Gamble,"$70,950 ",0.048,"$13,027 ",2.343,"$120,700 ","$333,493.10 ",7,99000,7,127
43,44,PepsiCo,"$70,372 ",0.048,"$7,120 ",-0.027,"$92,918 ","$195,207.70 ",7,291000,7,58
44,45,FedEx,"$69,217 ",-0.007,"$1,286 ",1.381,"$73,537 ","$75,367.80 ",2,418000,2,125
45,46,MetLife,"$67,842 ",-0.026,"$5,407 ",-0.083,"$795,146 ","$53,762.60 ",2,46500,2,23
46,47,Freddie Mac,"$66,228 ",-0.118,"$7,326 ",0.016,"$2,627,415 ","$1,332.60 ",-6,6922,-6,256
47,48,Phillips 66,"$65,494 ",-0.402,"($3,975)",-2.292,"$54,721 ","$35,703.60 ",-21,14300,-21,283
48,49,Lockheed Martin,"$65,398 ",0.093,"$6,833 ",0.097,"$50,710 ","$102,984.20 ",8,114000,8,160
49,50,Walt Disney,"$65,388 ",-0.06,"($2,864)",-1.259,"$201,549 ","$334,952.50 ",-1,203000,-1,41
50,51,Archer Daniels Midland (ADM),"$64,355 ",-0.005,"$1,772 ",0.285,"$49,719 ","$31,834.50 ",3,38332,3,128
51,52,Albertsons,"$62,455.10 ",0.032,$466.40 ,2.558,"$24,735.10 ","$8,877.70 ",3,270000,3,-
52,53,Valero Energy,"$60,115 ",-0.415,"($1,421)",-1.587,"$51,774 ","$29,267.20 ",-21,9964,-21,239
53,54,Boeing,"$58,158 ",-0.24,"($11,873)",-,"$152,136 ","$148,664.80 ",-14,141000,-14,256
54,55,Prudential Financial,"$57,033 ",-0.12,($374),-1.089,"$940,722 ","$36,022.40 ",-2,41671,-2,189
55,56,HP,"$56,639 ",-0.036,"$2,844 ",-0.098,"$34,681 ","$39,579.50 ",2,53000,2,71
56,57,Raytheon Technologies,"$56,587 ",-0.266,"($3,519)",-1.636,"$162,153 ","$117,143.90 ",-18,181000,-18,-
57,58,StoneX,"$54,139.60 ",0.646,$169.60 ,0.993,"$13,474.90 ","$1,284.40 ",42,2950,42,454
58,59,Goldman Sachs Group,"$53,498 ",-0.008,"$9,459 ",0.117,"$1,163,028 ","$116,903 ",1,40500,1,46
59,60,Sysco,"$52,893.30 ",-0.12,$215.50 ,-0.871,"$22,628.30 ","$40,189.80 ",-4,57000,-4,115
60,61,Morgan Stanley,"$52,047 ",-0.033,"$10,996 ",0.216,"$1,115,862 ","$146,161.90 ",-,68097,-,47
61,62,HCA Healthcare,"$51,533 ",0.004,"$3,754 ",0.071,"$47,490 ","$63,458.70 ",3,235000,3,311
62,63,Cisco Systems,"$49,301 ",-0.05,"$11,214 ",-0.035,"$94,853 ","$218,308.50 ",-,77500,-,80
63,64,Charter Communications,"$48,097 ",0.051,"$3,222 ",0.932,"$144,206 ","$128,965.70 ",7,96100,7,162
64,65,Merck,"$47,994 ",0.025,"$7,067 ",-0.282,"$91,588 ","$195,062 ",4,73500,4,35
65,66,Best Buy,"$47,262 ",0.083,"$1,798 ",0.167,"$19,067 ","$28,707.70 ",9,81600,9,137
66,67,New York Life Insurance,"$46,712.40 ",0.059,($822.30),-1.819,"$359,312.50 ",-,6,11506,6,186
67,68,AbbVie,"$45,804 ",0.377,"$4,616 ",-0.414,"$150,565 ","$190,989.40 ",31,47000,31,77
68,69,Publix Super Markets,"$45,204 ",0.175,"$3,971.80 ",0.322,"$28,094.10 ",-,18,227000,18,-
69,70,Allstate,"$44,791 ",0.003,"$5,576 ",0.15,"$125,987 ","$34,800.20 ",2,42010,2,8
70,71,Liberty Mutual Insurance Group,"$43,796 ",0.013,$758 ,-0.274,"$145,377 ",-,6,45000,6,230
71,72,American International Group,"$43,736 ",-0.121,"($5,944)",-2.775,"$586,481 ","$39,848.90 ",-6,45000,-6,343
72,73,Tyson Foods,"$43,185 ",0.018,"$2,061 ",0.041,"$34,456 ","$27,099.60 ",6,139000,6,220
73,74,Progressive,"$42,658.10 ",0.093,"$5,704.60 ",0.437,"$64,098.30 ","$55,946.50 ",12,43326,12,16
74,75,Bristol-Myers Squibb,"$42,518 ",0.626,"($9,015)",-3.621,"$118,481 ","$141,027.90 ",40,30250,40,-
75,76,Nationwide,"$41,929.80 ",-0.047,($138.40),-1.167,"$256,589.30 ",-,-2,25391,-2,-
76,77,Pfizer,"$41,908 ",-0.19,"$9,616 ",-0.409,"$154,229 ","$202,096.90 ",-13,78500,-13,203
77,78,Caterpillar,"$41,748 ",-0.224,"$2,998 ",-0.508,"$78,324 ","$126,439.60 ",-16,97300,-16,139
78,79,TIAA,"$41,619.30 ",0.029,$558.10 ,-0.773,"$654,252 ",-,2,14953,2,-
79,80,Oracle,"$39,068 ",-0.011,"$10,135 ",-0.086,"$115,438 ","$202,337.70 ",2,135000,2,365
80,81,Energy Transfer,"$38,954 ",-0.281,($648),-1.18,"$95,144 ","$20,754.70 ",-22,11421,-22,363
81,82,Dow,"$38,542 ",-0.103,"$1,225 ",-,"$61,470 ","$47,649.70 ",-4,35700,-4,133
82,83,American Express,"$38,185 ",-0.188,"$3,135 ",-0.536,"$191,367 ","$113,635.80 ",-16,63700,-16,29
83,84,General Dynamics,"$37,925 ",-0.036,"$3,167 ",-0.091,"$51,308 ","$51,481.90 ",-1,100700,-1,157
84,85,Nike,"$37,403 ",-0.044,"$2,539 ",-0.37,"$31,342 ","$209,499.80 ",-,75400,-,12
85,86,Northrop Grumman,"$36,799 ",0.087,"$3,189 ",0.419,"$44,469 ","$53,956.70 ",10,97000,10,111
86,87,USAA,"$36,296.20 ",0.019,"$3,906.90 ",-0.025,"$200,348.40 ",-,7,35935,7,245
87,88,Deere,"$35,540 ",-0.095,"$2,751 ",-0.154,"$75,091 ","$117,270 ",-4,69634,-4,168
88,89,Abbott Laboratories,"$34,608 ",0.085,"$4,495 ",0.219,"$72,548 ","$212,300.10 ",15,109000,15,62
89,90,Northwestern Mutual,"$33,782.10 ",0.046,$425 ,-0.665,"$308,767 ",-,12,6641,12,-
90,91,Dollar General,"$33,746.80 ",0.216,"$2,655.10 ",0.55,"$25,862.60 ","$48,479.70 ",21,158000,21,343
91,92,Exelon,"$33,039 ",-0.041,"$1,963 ",-0.331,"$129,317 ","$42,723.50 ",3,32340,3,217
92,93,Coca-Cola,"$33,014 ",-0.114,"$7,747 ",-0.132,"$87,296 ","$227,143.80 ",-5,80300,-5,262
93,94,Honeywell International,"$32,637 ",-0.111,"$4,779 ",-0.222,"$64,586 ","$150,972.40 ",-2,103000,-2,321
94,95,Thermo Fisher Scientific,"$32,218 ",0.261,"$6,375 ",0.725,"$69,052 ","$179,719.40 ",24,84362,24,278
95,96,3M,"$32,184 ",0.001,"$5,384 ",0.178,"$47,344 ","$111,642.10 ",7,94987,7,106
96,97,TJX,"$32,137 ",-0.23,$90.50 ,-0.972,"$30,813.60 ","$79,774.90 ",-17,320000,-17,36
97,98,Travelers,"$31,981 ",0.013,"$2,697 ",0.029,"$116,764 ","$37,933 ",8,30294,8,173
98,99,Capital One Financial,"$31,643 ",-0.063,"$2,714 ",-0.511,"$421,602 ","$58,097 ",-2,51985,-2,34
99,100,Tesla,"$31,536 ",0.283,$721 ,-,"$52,148 ","$641,115 ",24,70757,24,172
100,101,Philip Morris International,"$28,694 ",-0.037,"$8,056 ",0.121,"$44,815 ","$138,302.40 ",6,71000,6,67
101,102,Arrow Electronics,"$28,673.40 ",-0.008,$584.40 ,-,"$17,053.90 ","$8,267.50 ",8,19600,8,368
102,103,CHS,"$28,406.40 ",-0.11,$422.40 ,-0.491,"$15,993.90 ",-,2,10493,2,-
103,104,Jabil,"$27,266.40 ",0.078,$53.90 ,-0.812,"$14,397.40 ","$7,833.20 ",17,240000,17,301
104,105,Enterprise Products Partners,"$27,199.70 ",-0.17,"$3,775.60 ",-0.178,"$64,106.70 ","$48,038.80 ",-4,7130,-4,451
105,106,Hewlett Packard Enterprise,"$26,982 ",-0.074,($322),-1.307,"$54,015 ","$20,480 ",3,59400,3,84
106,107,United Natural Foods,"$26,742.80 ",0.139,($274.10),-,"$7,587 ","$1,854.40 ",26,28300,26,178
107,108,Mondelez International,"$26,581 ",0.028,"$3,555 ",-0.081,"$67,810 ","$82,651.10 ",9,79000,9,237
108,109,ViacomCBS,"$26,186 ",-0.058,"$2,422 ",-0.268,"$52,663 ","$28,853.20 ",2,24225,2,60
109,110,Kraft Heinz,"$26,185 ",0.048,$356 ,-0.816,"$99,830 ","$48,924.70 ",12,38000,12,236
110,111,Dollar Tree,"$25,509.30 ",0.08,"$1,341.90 ",0.623,"$20,696 ","$26,717.40 ",20,129772,20,112
111,112,Amgen,"$25,424 ",0.088,"$7,264 ",-0.074,"$62,948 ","$143,704.30 ",23,24300,23,152
112,113,U.S. Bancorp,"$25,241 ",-0.076,"$4,959 ",-0.283,"$553,905 ","$83,107.40 ",-,68108,-,185
113,114,Performance Food Group,"$25,086.30 ",0.271,($114.10),-1.684,"$7,719.70 ","$7,705.30 ",54,20000,54,454
114,115,Netflix,"$24,996.10 ",0.24,"$2,761.40 ",0.479,"$39,280.40 ","$231,040.70 ",49,9400,49,166
115,116,Gilead Sciences,"$24,689 ",0.1,$123 ,-0.977,"$68,407 ","$81,372.80 ",24,13600,24,28
116,117,TD Synnex,"$24,675.60 ",0.039,$529.20 ,0.057,"$13,468.60 ","$5,874.50 ",13,277900,13,330
117,118,Eli Lilly,"$24,539.80 ",0.099,"$6,193.70 ",-0.255,"$46,633.10 ","$179,158.90 ",27,35000,27,27
118,119,Truist Financial,"$24,427 ",0.666,"$4,482 ",0.39,"$509,228 ","$78,408.50 ",98,53638,98,42
119,120,PNC Financial Services Group,"$24,039 ",0.112,"$7,517 ",0.4,"$466,679 ","$74,377.40 ",31,50403,31,-
120,121,Broadcom,"$23,888 ",0.057,"$2,960 ",0.087,"$75,933 ","$189,313.50 ",17,21000,17,320
121,122,CBRE Group,"$23,826.20 ",-0.003,$752 ,-0.414,"$18,039.10 ","$26,549.10 ",6,100000,6,126
122,123,Massachusetts Mutual Life Insurance,"$23,663.10 ",-0.365,($100.50),-1.027,"$322,936.30 ",-,-34,9974,-34,-
123,124,Qualcomm,"$23,531 ",-0.031,"$5,198 ",0.185,"$35,594 ","$150,622.20 ",2,41000,2,78
124,125,Starbucks,"$23,518 ",-0.113,$928.30 ,-0.742,"$29,374.50 ","$128,643.60 ",-11,349000,-11,299
125,126,Duke Energy,"$23,453 ",-0.049,"$1,377 ",-0.633,"$162,388 ","$74,252.50 ",-3,27535,-3,184
126,127,Plains GP Holdings,"$23,290 ",-0.308,($568),-2.716,"$25,951 ","$1,824.50 ",-29,4400,-29,452
127,128,US Foods Holding,"$22,885 ",-0.118,($226),-1.587,"$12,423 ","$8,427.50 ",-12,26000,-12,343
128,129,Lennar,"$22,488.90 ",0.01,"$2,465 ",0.333,"$29,935.20 ","$30,893.20 ",18,9495,18,399
129,130,Danaher,"$22,284 ",0.086,"$3,646 ",0.212,"$76,161 ","$160,497.20 ",31,69000,31,124
130,131,Aflac,"$22,147 ",-0.007,"$4,778 ",0.446,"$165,086 ","$35,191.40 ",15,12003,15,63
131,132,Rite Aid,"$21,928.40 ",0.012,($452.20),-,"$9,452.40 ","$1,129.90 ",18,39920,18,108
132,133,Visa,"$21,846 ",-0.049,"$10,866 ",-0.1,"$80,919 ","$452,525.40 ",4,20500,4,14
133,134,PayPal Holdings,"$21,454 ",0.207,"$4,202 ",0.709,"$70,379 ","$284,408.30 ",48,26500,48,101
134,135,Micron Technology,"$21,435 ",-0.084,"$2,687 ",-0.574,"$53,678 ","$98,678 ",-1,40000,-1,150
135,136,CarMax,"$21,424.10 ",0.119,$888.40 ,0.055,"$21,082.20 ","$21,562.70 ",37,27050,37,370
136,137,Salesforce,"$21,252 ",0.243,"$4,072 ",31.317,"$66,301 ","$195,132.30 ",53,56606,53,45
137,138,Altria Group,"$20,841 ",0.053,"$4,467 ",-,"$47,414 ","$95,090.60 ",29,7100,29,114
138,139,Lumen Technologies,"$20,712 ",-0.075,"($1,232)",-,"$59,394 ","$14,642.90 ",4,39000,4,343
139,140,Baker Hughes,"$20,705 ",-0.131,"($9,940)",-78.656,"$38,007 ","$22,494.80 ",-11,55000,-11,180
140,141,International Paper,"$20,580 ",-0.08,$482 ,-0.607,"$31,718 ","$21,240.60 ",3,49300,3,328
141,142,Hartford Financial Services Group,"$20,523 ",-0.01,"$1,737 ",-0.167,"$74,111 ","$23,863.30 ",18,18500,18,195
142,143,Penske Automotive Group,"$20,443.90 ",-0.118,$543.60 ,0.247,"$13,247.20 ","$6,485.50 ",-7,23600,-7,399
143,144,DuPont,"$20,397 ",-0.052,"($2,951)",-6.926,"$70,904 ","$41,308.10 ",8,34000,8,238
144,145,AutoNation,"$20,390 ",-0.044,$381.60 ,-0.152,"$9,887.20 ","$7,683.20 ",9,21600,9,399
145,146,Southern,"$20,375 ",-0.049,"$3,119 ",-0.342,"$122,935 ","$65,678.90 ",7,27700,7,242
146,147,World Fuel Services,"$20,358.30 ",-0.447,$109.60 ,-0.387,"$4,500.30 ","$2,222 ",-56,4300,-56,399
147,148,D.R. Horton,"$20,311.10 ",0.155,"$2,373.70 ",0.467,"$18,912.30 ","$32,413.10 ",35,9716,35,399
148,149,Nucor,"$20,139.70 ",-0.108,$721.50 ,-0.432,"$20,125.40 ","$23,975.70 ",-10,26400,-10,399
149,150,Cummins,"$19,811 ",-0.16,"$1,789 ",-0.208,"$22,624 ","$37,971.10 ",-18,57825,-18,211
150,151,NGL Energy Partners,"$19,770.90 ",-0.179,($397),-2.103,"$6,498.70 ",$263.50 ,-24,1400,-24,-
151,152,DXC Technology,"$19,577 ",-0.076,"($5,369)",-5.271,"$26,006 ","$7,958.60 ",3,138000,3,246
152,153,Union Pacific,"$19,533 ",-0.1,"$5,349 ",-0.096,"$62,398 ","$146,948.30 ",-4,30960,-4,96
153,154,Whirlpool,"$19,456 ",-0.047,"$1,081 ",-0.087,"$20,350 ","$13,831.70 ",8,78000,8,182
154,155,Molina Healthcare,"$19,423 ",0.154,$673 ,-0.087,"$9,532 ","$13,647.30 ",38,10500,38,399
155,156,ConocoPhillips,"$19,256 ",-0.475,"($2,701)",-1.376,"$62,618 ","$71,623.40 ",-63,9700,-63,169
156,157,McDonald's,"$19,207.80 ",-0.089,"$4,730.50 ",-0.215,"$52,626.80 ","$167,112.50 ",-1,200000,-1,81
157,158,Kimberly-Clark,"$19,140 ",0.037,"$2,352 ",0.09,"$17,523 ","$46,999.80 ",17,46000,17,146
158,159,Paccar,"$18,728.50 ",-0.268,"$1,298.40 ",-0.456,"$28,260 ","$32,255.80 ",-41,26000,-41,399
159,160,PG&E,"$18,469 ",0.078,"($1,318)",-,"$97,856 ","$23,240.60 ",29,24000,29,61
160,161,CDW,"$18,467.50 ",0.024,$788.50 ,0.07,"$9,344.70 ","$23,291.80 ",17,10000,17,307
161,162,Sherwin-Williams,"$18,361.70 ",0.026,"$2,030.40 ",0.317,"$20,401.60 ","$65,837.30 ",18,61031,18,163
162,163,L3Harris Technologies,"$18,194 ",0.415,"$1,119 ",-0.161,"$36,960 ","$41,664.10 ",87,48000,87,136
163,164,Macy's,"$18,097 ",-0.286,"($3,944)",-7.993,"$17,706 ","$5,028.10 ",-44,75711,-44,39
164,165,ManpowerGroup,"$18,001 ",-0.137,$23.80 ,-0.949,"$9,328.20 ","$5,434.20 ",-7,25000,-7,86
165,166,NextEra Energy,"$17,997 ",-0.063,"$2,919 ",-0.226,"$127,684 ","$148,304.90 ",6,14900,6,132
166,167,Tenet Healthcare,"$17,640 ",-0.045,$399 ,-,"$27,106 ","$5,536.50 ",7,97900,7,315
167,168,Avnet,"$17,634.30 ",-0.097,($31.10),-1.176,"$8,105.20 ","$4,128.40 ",1,14600,1,-
168,169,General Mills,"$17,626.60 ",0.045,"$2,181.20 ",0.244,"$30,806.70 ","$37,403.40 ",23,35000,23,145
169,170,WestRock,"$17,578.80 ",-0.039,($690.90),-1.801,"$28,779.70 ","$13,716.10 ",7,49300,7,326
170,171,Carrier Global,"$17,456 ",-,"$1,982 ",-,"$25,093 ","$36,701.10 ",-,56000,-,305
171,172,Lincoln National,"$17,439 ",0.01,$499 ,-0.437,"$365,948 ","$11,953.20 ",16,10966,16,343
172,173,Genuine Parts,"$17,384.40 ",-0.104,($29.10),-1.047,"$13,440.20 ","$16,691.80 ",-2,50000,-2,274
173,174,American Airlines Group,"$17,337 ",-0.621,"($8,885)",-6.27,"$62,008 ","$15,328.80 ",-104,102700,-104,68
174,175,Marsh & McLennan,"$17,224 ",0.034,"$2,016 ",0.157,"$33,049 ","$62,054.90 ",20,76000,20,117
175,176,Applied Materials,"$17,202 ",0.178,"$3,619 ",0.337,"$22,353 ","$122,599.50 ",42,24000,42,82
176,177,Becton Dickinson,"$17,117 ",-0.01,$874 ,-0.291,"$54,012 ","$70,649.70 ",10,72000,10,79
177,178,Delta Air Lines,"$17,095 ",-0.636,"($12,385)",-3.598,"$71,996 ","$30,809.70 ",-110,74000,-110,228
178,179,Lear,"$17,045.50 ",-0.14,$158.50 ,-0.79,"$13,198.60 ","$10,895.80 ",-13,174600,-13,214
179,180,Bank of New York Mellon,"$16,940 ",-0.186,"$3,617 ",-0.186,"$469,633 ","$41,471 ",-21,48500,-21,15
180,181,Emerson Electric,"$16,785 ",-0.086,"$1,965 ",-0.148,"$22,882 ","$54,134.70 ",-5,83500,-5,213
181,182,Western Digital,"$16,736 ",0.01,($250),-,"$25,662 ","$20,432 ",16,63800,16,204
182,183,Occidental Petroleum,"$16,680 ",-0.241,"($14,831)",-,"$80,064 ","$24,848.70 ",-35,11800,-35,279
183,184,Nvidia,"$16,675 ",0.527,"$4,332 ",0.549,"$28,791 ","$331,036.60 ",108,18975,108,52
184,185,Cognizant Technology Solutions,"$16,652 ",-0.008,"$1,392 ",-0.244,"$16,923 ","$41,451.60 ",9,289500,9,183
185,186,Jones Lang LaSalle,"$16,589.90 ",-0.077,$402.50 ,-0.248,"$14,316.50 ","$9,150.90 ",-7,90800,-7,103
186,187,Synchrony Financial,"$16,472 ",-0.154,"$1,385 ",-0.63,"$95,948 ","$23,740.60 ",-17,16500,-17,264
187,188,Colgate-Palmolive,"$16,471 ",0.05,"$2,695 ",0.139,"$15,920 ","$66,810.30 ",15,34200,15,153
188,189,AECOM,"$16,390.80 ",-0.188,($186.40),-,"$12,999 ","$9,469.80 ",-26,54000,-26,241
189,190,XPO Logistics,"$16,252 ",-0.024,$110 ,-0.737,"$16,169 ","$12,601.70 ",6,119750,6,377
190,191,C.H. Robinson Worldwide,"$16,207.10 ",0.059,$506.40 ,-0.122,"$5,144.30 ","$12,514.90 ",17,14888,17,209
191,192,BlackRock,"$16,205 ",0.115,"$4,932 ",0.102,"$176,982 ","$115,079.80 ",27,16500,27,22
192,193,Dominion Energy,"$16,128 ",-0.027,($401),-1.295,"$95,905 ","$61,224 ",4,17300,4,232
193,194,Rocket Companies,"$15,980.70 ",2.043,$198 ,-,"$37,534.60 ","$45,821 ",-,24000,-,272
194,195,Kohl's,"$15,955 ",-0.201,($163),-1.236,"$15,337 ","$9,394.10 ",-30,73000,-30,256
195,196,Fluor,"$15,884.20 ",-0.096,($435),-,"$7,309.80 ","$3,252.40 ",-15,43717,-15,384
196,197,DISH Network,"$15,493.40 ",0.21,"$1,762.70 ",0.259,"$38,239.90 ","$19,048.20 ",54,13500,54,385
