player_id,game_id,team_id,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce
8465009,137293396294,408,85724,9,5,86,78.0,0,0,60,0,0,26.0,52.0,0,0,101.0,26,72546,12962,216
8466138,141331437534,1960,65102,24,7,76,20.0,3,5,34,323,654,55.0,30.0,0,0,29.0,-19,56360,19,8723
8466139,133255357423,1664,61686,11,11,117,57.0,1,0,14,36,76,29.0,15.0,0,0,24.0,-5,54777,1046,5863
8468493,129217315059,576,79418,11,1,43,51.0,0,0,12,0,0,9.0,56.0,0,3,102.0,10,65981,12370,1067
8468508,40380418314,240,16339,3,8,60,20.0,2,1,6,3,10,3.0,13.0,0,0,7.0,2,13304,71,2964
8468674,98932000007,2646,51630,5,1,59,114.0,0,0,37,0,0,15.0,17.0,0,1,86.0,5,41519,10075,36
8469454,92874947091,723,46817,16,10,115,52.0,2,3,18,8,24,11.0,25.0,0,0,23.0,-4,39984,9,6824
8469455,117103194645,580,37685,16,9,73,13.0,2,5,18,215,398,20.0,33.0,0,0,19.0,-3,33426,178,4081
8469459,111046129523,1650,51381,17,4,74,25.0,1,6,28,431,811,29.0,13.0,0,1,33.0,2,40523,5447,5411
8469465,121141231615,1080,52249,8,0,44,64.0,0,0,35,0,0,9.0,34.0,0,0,53.0,6,43642,8554,53
8470047,141331437406,1190,69772,15,6,63,28.0,1,4,24,324,722,17.0,43.0,1,0,31.0,-42,54655,7172,7945
8470110,86817886483,731,40396,7,0,37,9.0,0,2,20,0,0,5.0,21.0,0,0,44.0,-22,36766,1643,1987
8470144,121141232171,1020,49260,5,4,86,44.0,0,2,8,210,456,11.0,15.0,1,1,35.0,-13,39214,6320,3726
8470151,113065143844,1064,72482,8,1,53,42.0,0,0,20,0,0,11.0,32.0,0,1,68.0,5,63512,8859,111
8470187,129217314305,128,66376,9,2,96,135.0,1,0,14,0,0,6.0,50.0,0,0,128.0,-11,58131,7921,324
8470257,111046132354,1045,46326,10,7,71,26.0,0,1,12,8,15,16.0,12.0,0,0,47.0,6,37784,7668,874
8470281,123160254435,976,89251,24,3,111,26.0,2,9,18,0,0,42.0,74.0,0,0,117.0,1,70889,10011,8351
8470318,36342372088,306,15386,0,0,16,24.0,0,0,4,0,0,1.0,20.0,0,0,14.0,-12,13714,1660,12
8470595,133255354169,1980,67853,28,19,113,24.0,5,9,28,495,999,25.0,46.0,0,0,22.0,-9,56096,1080,10677
8470600,139312417326,2070,102009,40,8,111,48.0,2,16,12,0,0,19.0,27.0,0,0,93.0,-6,79983,10007,12019
8470601,80760822546,560,33730,3,1,44,59.0,0,0,16,0,0,3.0,5.0,0,0,28.0,5,31564,2020,146
8470604,121141227596,1560,60894,10,17,182,66.0,3,2,36,382,746,13.0,20.0,0,0,23.0,-21,49322,4967,6605
8470606,133255355236,1716,72890,18,17,169,143.0,1,4,22,7,16,28.0,35.0,0,0,15.0,-1,60302,2666,9922
8470607,64608649246,512,34846,1,3,40,52.0,1,0,8,0,0,3.0,27.0,0,0,61.0,1,30536,2932,1378
8470610,139312417326,2070,71195,21,25,155,27.0,12,6,8,41,77,21.0,22.0,1,0,38.0,-11,56027,3735,11433
8470612,139312417782,1656,77512,29,13,143,125.0,3,6,58,530,1034,53.0,76.0,0,0,69.0,-16,64515,2906,10091
8470613,141331437534,1960,106726,33,12,225,72.0,5,12,34,0,0,49.0,76.0,0,1,115.0,-22,84716,10388,11622
8470619,78741797595,507,28958,9,6,56,65.0,1,0,17,197,376,16.0,13.0,0,0,34.0,-5,25678,1205,2075
8470621,115084172868,1425,46936,16,5,77,60.0,1,6,70,4,10,17.0,26.0,0,0,33.0,-2,39577,52,7307
8470626,98932010606,1127,36374,7,6,59,10.0,0,0,12,2,2,17.0,8.0,0,0,15.0,-2,31962,4198,214
8470638,123160254044,366,68536,25,31,203,46.0,11,9,28,759,1311,44.0,22.0,1,0,46.0,23,49018,6283,13235
8470642,131236333312,520,93630,21,15,185,112.0,3,5,33,0,0,18.0,79.0,0,0,114.0,8,72579,12600,8451
8470655,44418451161,240,12406,5,1,34,38.0,1,0,22,27,71,5.0,9.0,0,0,8.0,-1,11888,134,384
8470755,119122212498,3127,48307,5,6,76,77.0,0,0,20,355,658,12.0,18.0,1,1,44.0,1,39101,9074,132
8470775,141331437648,532,53716,11,4,67,118.0,0,0,30,433,787,25.0,33.0,0,1,50.0,-1,44089,9378,249
8470794,135274374854,1675,68063,17,14,125,62.0,6,5,29,351,652,38.0,27.0,0,1,52.0,6,54292,3187,10584
8470966,121141227548,1200,86011,26,5,157,42.0,2,9,34,0,0,36.0,51.0,0,2,148.0,2,66560,9832,9619
8471214,137293395397,1020,84311,19,48,311,184.0,13,5,30,1,1,28.0,48.0,0,0,30.0,-12,64287,72,19952
8471215,111046134350,275,64420,49,25,171,38.0,7,17,58,441,876,70.0,69.0,0,0,22.0,7,52144,90,12186
8471217,8076083640,8,2871,0,1,5,23.0,0,0,4,0,0,0.0,1.0,0,0,0.0,2,2809,0,62
8471218,143350458511,3692,82300,43,22,180,102.0,4,18,37,324,652,37.0,46.0,1,1,51.0,1,65639,2776,13885
8471228,121141229378,1500,60271,19,15,132,48.0,7,3,46,4,14,26.0,44.0,0,0,42.0,8,51126,28,9117
8471233,139312418173,69,70776,16,9,72,58.0,1,0,28,576,1090,36.0,17.0,1,2,39.0,-12,56556,11825,2395
8471242,100951023990,860,62631,8,3,76,61.0,1,3,32,0,0,12.0,41.0,0,0,66.0,-34,55233,362,7036
8471260,111046135150,1375,49302,8,8,74,107.0,0,0,36,42,96,21.0,27.0,1,1,24.0,-6,41983,6809,510
8471262,141331436985,3710,66765,18,17,135,77.0,6,5,18,245,541,28.0,24.0,0,0,41.0,6,53825,3880,9060
8471274,141331436985,3710,96839,28,4,101,91.0,2,9,24,0,0,7.0,53.0,0,0,134.0,8,78831,9918,8090
8471276,123160254756,366,62856,30,13,83,37.0,3,11,23,371,737,31.0,37.0,0,0,32.0,14,55901,179,6776
8471284,115084168731,1425,61564,6,2,63,34.0,0,0,14,0,0,8.0,50.0,1,0,75.0,9,53722,7572,270
8471303,119122212127,1357,80065,28,5,118,108.0,1,6,62,0,0,9.0,43.0,0,0,162.0,14,64933,10909,4223
8471392,82779845623,1025,40992,4,0,34,104.0,0,0,24,0,0,4.0,22.0,0,0,94.0,-6,34120,6840,32
8471426,26247266833,247,7385,0,1,12,24.0,0,0,7,1,2,1.0,2.0,0,0,6.0,1,7283,79,23
8471669,143350457489,3834,72946,21,17,136,63.0,5,5,24,624,1139,41.0,18.0,0,1,32.0,7,58416,4663,9867
8471675,82779843756,205,49855,31,16,109,28.0,4,13,15,494,888,26.0,25.0,0,0,17.0,-8,39675,707,9473
8471676,48456490718,216,19465,3,5,43,41.0,0,0,22,3,5,12.0,18.0,0,0,13.0,3,15885,8,3572
8471677,135274376939,335,78248,8,3,63,183.0,0,0,26,0,0,15.0,23.0,1,0,97.0,-1,69114,8862,272
8471685,141331437704,1820,88368,41,21,135,49.0,7,14,16,776,1407,39.0,49.0,1,0,56.0,6,68739,7522,12107
8471686,104989072990,156,55043,9,2,46,69.0,0,0,16,0,0,19.0,34.0,0,0,76.0,5,46355,8513,175
8471698,139312416165,1035,75740,23,26,133,90.0,10,2,26,119,238,42.0,45.0,0,0,58.0,4,60298,613,14829
8471699,137293396317,1700,50886,11,3,68,86.0,0,0,30,17,37,24.0,20.0,0,0,31.0,2,44513,5971,402
8471702,137293396948,272,89372,25,8,126,124.0,4,9,29,0,0,14.0,56.0,1,0,84.0,15,70283,10723,8366
8471707,111046123729,1210,53814,12,19,112,88.0,12,5,12,11,31,24.0,29.0,0,0,17.0,-20,44208,76,9530
8471709,141331437534,1960,85238,10,5,74,37.0,0,0,10,0,0,18.0,40.0,1,0,97.0,-10,72364,11754,1120
8471716,98932007261,833,33909,3,0,40,103.0,0,0,25,38,69,10.0,18.0,0,0,26.0,-14,29056,3425,1428
8471724,123160255074,305,94155,29,15,177,101.0,6,9,38,0,0,31.0,80.0,0,0,91.0,0,73238,8058,12859
8471729,111046124258,1210,55373,9,0,45,71.0,0,0,14,0,0,31.0,38.0,0,1,101.0,0,47682,7655,36
8471735,139312417630,897,81544,40,5,129,18.0,2,19,20,0,1,25.0,66.0,0,0,51.0,0,65971,231,15342
8471743,32304321840,112,13695,2,1,23,26.0,0,0,4,39,70,3.0,3.0,0,0,7.0,2,12090,1600,5
8471769,54513560338,1431,30396,4,1,18,20.0,0,0,14,0,0,11.0,20.0,0,1,45.0,-2,26039,4319,38
8471794,137293395980,1156,56032,7,9,102,88.0,0,0,37,15,28,24.0,30.0,1,1,26.0,-6,49107,6786,139
8471804,60570623505,870,24756,6,4,55,46.0,0,0,22,6,12,4.0,12.0,0,0,8.0,-7,23481,720,555
8471817,143350457489,3834,43221,7,8,61,316.0,0,0,47,24,52,17.0,7.0,0,0,24.0,-6,42184,2,1035
8471873,139312417630,897,87211,14,5,89,68.0,0,0,14,0,0,40.0,48.0,0,1,96.0,-6,76540,10316,355
8471887,104989070492,260,49708,15,17,168,107.0,3,4,36,2,6,12.0,8.0,0,0,41.0,9,39265,8,10435
8472382,127198295885,73,73885,12,2,60,30.0,0,1,16,0,0,16.0,41.0,0,2,155.0,1,61663,12120,102
8473412,14133141269,364,6783,3,2,13,3.0,0,0,2,48,106,2.0,2.0,0,0,3.0,4,5565,564,654
8473415,98932012191,833,48278,3,0,55,115.0,0,0,24,0,0,4.0,30.0,0,0,46.0,-9,43147,5059,72
8473419,141331437543,420,81699,59,28,185,55.0,5,23,82,22,51,43.0,71.0,1,2,19.0,25,59529,6666,15504
8473422,135274377163,1943,75044,21,10,131,212.0,2,2,62,159,319,39.0,35.0,0,1,50.0,-3,61350,6016,7678
8473446,119122213882,1239,74505,13,3,99,97.0,0,0,20,0,0,32.0,27.0,0,0,115.0,9,62507,10666,1332
8473449,104989067391,364,40084,10,9,82,55.0,1,0,28,38,71,15.0,13.0,0,0,15.0,-3,37668,303,2113
8473453,113065151275,1456,40022,6,6,92,68.0,0,0,16,45,116,11.0,14.0,0,0,22.0,-7,37011,2794,217
8473463,96912990218,96,36278,10,4,46,123.0,0,0,10,34,86,13.0,16.0,0,1,29.0,2,32197,3999,82
8473473,137293396115,1360,54397,12,8,83,198.0,5,3,54,20,46,19.0,42.0,0,0,20.0,-6,48127,36,6234
8473485,32304325469,64,7469,1,0,5,35.0,0,0,21,0,0,3.0,1.0,0,0,4.0,-7,7423,23,23
8473504,74703753291,74,29803,4,3,35,127.0,0,0,22,4,9,12.0,21.0,1,1,38.0,6,24757,4949,97
8473507,143350458513,568,100732,29,11,158,177.0,3,9,26,0,0,30.0,88.0,1,0,79.0,-10,81602,8889,10241
8473512,139312417505,276,78597,32,21,197,45.0,7,13,28,663,1123,37.0,35.0,1,1,16.0,7,61899,3845,12853
8473533,137293396227,816,71428,19,8,125,149.0,2,1,40,699,1284,30.0,41.0,0,0,36.0,3,57130,9586,4712
8473544,133255355603,132,54239,22,10,110,115.0,3,7,16,197,357,26.0,40.0,0,0,24.0,-2,47261,163,6815
8473546,92874937706,2438,34133,3,8,61,21.0,0,0,6,0,4,31.0,11.0,1,0,12.0,-4,27756,6289,88
8473548,141331436985,3710,72024,24,14,153,11.0,9,8,22,2,9,19.0,41.0,0,0,20.0,-21,58606,175,13243
8473560,98932003809,1158,47132,3,1,39,97.0,0,0,37,0,0,2.0,28.0,0,1,96.0,-2,42037,5016,79
8473563,123160252977,915,69628,42,12,132,30.0,2,16,14,516,1048,34.0,42.0,0,0,45.0,-1,55070,826,13732
8473564,115084166714,893,42624,8,6,70,32.0,0,0,28,6,21,32.0,28.0,2,1,22.0,-12,37898,4679,47
8473573,98932010737,441,40715,5,15,87,6.0,5,1,8,185,370,19.0,16.0,0,0,25.0,-15,35400,695,4620
8473604,141331438626,1120,83063,42,18,172,56.0,1,7,48,856,1494,58.0,40.0,1,0,35.0,-2,61078,8075,13910
8473618,98932000513,2548,38535,8,7,71,69.0,2,0,10,13,19,17.0,11.0,0,0,19.0,-9,34282,0,4253
8473914,14133140287,364,4451,0,0,5,3.0,0,0,0,25,46,0.0,1.0,0,0,5.0,0,3971,410,70
8473986,137293398463,952,73135,23,26,130,59.0,8,5,20,5,19,27.0,26.0,0,0,15.0,19,53518,8988,10629
8473991,8076083940,32,3340,0,0,4,1.0,0,0,0,0,0,0.0,1.0,0,0,4.0,-1,3177,163,0
8473994,139312416608,1725,68049,20,19,163,167.0,8,6,53,244,437,52.0,56.0,0,0,57.0,-4,56977,1147,9925
8474000,20190204852,60,8181,2,0,13,15.0,0,2,2,0,0,4.0,1.0,0,0,8.0,2,7686,195,300
8474008,2019020303,6,382,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,-1,351,0,31
8474009,135274376203,1206,66407,17,18,104,17.0,1,0,16,488,928,47.0,22.0,0,0,89.0,17,50143,10471,5793
8474013,131236338509,1365,69024,22,4,92,83.0,0,0,36,0,0,18.0,37.0,0,0,122.0,21,59613,9340,71
8474027,125179272362,248,64241,16,3,70,91.0,0,1,18,0,0,10.0,31.0,0,0,84.0,-2,56907,7115,219
8474031,141331439300,980,79379,26,8,131,62.0,1,6,38,0,0,32.0,34.0,0,0,66.0,22,72310,1334,5735
8474034,129217315769,896,47669,14,9,80,104.0,1,2,71,6,9,14.0,17.0,0,0,13.0,4,41746,83,5840
8474037,133255354339,264,59008,21,19,151,25.0,4,5,8,8,23,17.0,16.0,0,0,18.0,5,48793,67,10148
8474038,58551592749,232,24928,6,4,29,42.0,0,0,4,1,6,11.0,10.0,1,0,18.0,5,21463,3172,293
8474040,84798866384,894,33640,7,6,79,22.0,2,1,12,45,102,12.0,21.0,0,0,10.0,-10,31049,32,2559
8474053,104989062407,1456,57806,23,16,126,54.0,0,9,18,195,443,28.0,26.0,0,2,45.0,0,43945,5276,8585
8474056,137293397358,68,90265,11,7,151,88.0,2,4,79,0,0,19.0,65.0,0,0,90.0,-21,73961,6690,9614
8474062,129217315371,1856,45479,9,5,64,68.0,0,0,10,245,512,25.0,10.0,1,0,36.0,6,41185,4154,140
8474068,125179275514,1116,57378,22,9,88,18.0,2,8,22,246,518,21.0,29.0,0,0,25.0,-9,46400,2390,8588
8474090,125179272939,186,41298,5,3,45,90.0,0,0,71,1,1,18.0,24.0,1,1,41.0,-12,33425,7686,187
8474091,88836904374,1012,39203,9,8,76,18.0,1,2,25,185,378,15.0,9.0,0,0,15.0,1,30667,6256,2280
8474098,139312417630,897,54838,10,6,114,91.0,0,0,6,65,148,26.0,35.0,0,0,72.0,2,44403,10352,83
8474102,143350458359,1349,78029,35,25,166,67.0,9,18,52,3,8,39.0,35.0,0,0,19.0,1,65194,130,12705
8474125,72684741319,684,34076,5,2,31,27.0,0,0,16,0,0,3.0,14.0,0,1,51.0,8,29977,4061,38
8474134,82779841879,738,34469,2,1,45,37.0,0,0,14,0,0,11.0,11.0,0,0,38.0,-1,33704,607,158
8474141,141331438626,1120,89631,51,33,275,24.0,8,15,40,1,4,43.0,41.0,0,0,19.0,8,73921,135,15575
8474145,84798864630,798,33073,4,2,36,66.0,0,0,21,0,0,2.0,10.0,0,0,43.0,12,26775,6292,6
8474149,139312417630,897,70816,22,25,167,29.0,11,6,10,0,0,29.0,40.0,0,0,24.0,-7,56939,44,13833
8474150,141331436564,1400,75283,29,16,157,44.0,3,7,26,368,778,64.0,55.0,3,0,11.0,3,62699,6687,5897
8474151,100951021950,700,62116,11,1,50,36.0,0,0,19,0,0,25.0,32.0,0,1,101.0,7,51971,9814,331
8474157,143350457489,3834,76319,34,32,307,90.0,8,11,44,51,96,32.0,55.0,0,0,35.0,18,65741,135,10443
8474161,139312417505,276,70562,44,12,132,17.0,4,13,31,7,20,28.0,30.0,0,0,21.0,14,58242,122,12198
8474162,107008083898,530,68672,17,6,99,109.0,0,0,40,0,0,24.0,63.0,0,1,110.0,12,59800,8023,849
8474166,102970047737,1606,65814,13,3,75,43.0,0,4,23,0,0,14.0,32.0,0,0,117.0,-4,56448,5203,4163
8474176,117103192572,870,49831,17,8,107,24.0,0,0,16,13,28,24.0,24.0,1,2,19.0,12,39612,10170,49
8474189,139312416165,1035,70415,23,16,151,59.0,2,4,48,536,1033,44.0,41.0,1,1,44.0,3,53187,10027,7201
8474190,137293397157,110,60882,17,8,119,145.0,5,4,66,29,74,27.0,18.0,0,0,29.0,-21,50293,3,10586
8474207,123160253395,3294,69033,8,6,101,129.0,1,0,13,0,0,26.0,35.0,0,1,74.0,-2,61818,6955,260
8474218,100951022608,2650,61484,11,0,53,76.0,0,0,25,0,0,15.0,32.0,0,1,70.0,5,54172,6819,493
8474230,44418448613,66,7295,0,1,9,36.0,0,0,50,7,12,1.0,5.0,0,0,6.0,-7,7267,26,2
8474250,100951024534,800,35360,7,4,43,112.0,0,0,29,88,190,21.0,14.0,1,1,18.0,2,31137,3698,525
8474291,111046128608,1265,41461,6,2,49,69.0,0,0,38,401,678,14.0,7.0,1,1,42.0,-9,31278,10010,173
8474563,135274375336,1742,103776,28,7,141,106.0,5,9,36,0,0,15.0,82.0,0,1,87.0,-16,82785,8480,12511
8474564,115084168365,798,62997,37,29,176,69.0,10,9,22,365,672,24.0,33.0,0,0,38.0,14,50001,1759,11237
8474565,141331437415,1330,101570,36,16,225,47.0,6,16,20,0,0,43.0,45.0,0,1,89.0,11,80848,7721,13001
8474567,54513558440,245,26941,6,1,29,30.0,0,0,22,0,0,4.0,11.0,0,1,27.0,0,23367,3453,121
8474568,50475514825,350,18677,2,1,31,83.0,0,0,23,0,0,5.0,10.0,0,0,21.0,-8,16199,2426,52
8474569,18171180981,189,6826,4,0,12,8.0,0,0,0,3,7,1.0,3.0,0,0,2.0,6,5905,0,921
8474571,40380414140,180,11657,2,2,29,12.0,0,0,0,1,4,1.0,8.0,1,0,5.0,-1,10131,651,875
8474573,137293397506,136,68946,29,14,94,20.0,2,7,10,128,256,38.0,54.0,1,0,48.0,-12,55748,5860,7338
8474574,137293396049,1564,87751,15,6,134,99.0,1,6,49,0,0,42.0,41.0,1,0,108.0,-7,75788,6595,5368
8474578,113065144619,1568,82397,34,6,120,26.0,1,12,16,0,0,52.0,68.0,1,0,74.0,-15,63650,8654,10093
8474579,88836903362,2288,47355,8,2,49,91.0,0,0,37,0,0,4.0,26.0,0,0,71.0,1,42096,5185,74
8474581,137293396227,816,67973,20,4,87,43.0,1,10,30,0,0,32.0,39.0,0,0,42.0,-24,60493,172,7308
8474584,98932007720,1176,55033,13,2,57,101.0,0,1,14,0,0,9.0,33.0,0,0,55.0,5,48600,4106,2327
8474586,117103195859,116,61985,24,16,136,37.0,4,7,12,3,9,34.0,37.0,0,0,39.0,1,52920,36,9029
8474589,141331438448,747,61776,21,16,159,96.0,5,5,20,7,15,26.0,19.0,0,0,26.0,-6,52652,104,9020
8474590,139312416165,1035,101954,60,15,189,55.0,2,24,26,0,1,42.0,80.0,0,0,108.0,12,79135,6156,16663
8474597,52494536734,250,23693,1,1,18,45.0,0,0,8,0,0,3.0,21.0,0,0,24.0,-3,21284,2361,48
8474600,139312418100,1242,106725,49,16,260,52.0,4,19,41,0,0,34.0,68.0,0,0,108.0,22,84845,8311,13569
8474602,92874944159,230,54855,9,3,86,36.0,0,6,6,0,0,6.0,18.0,0,0,50.0,-13,46837,443,7575
8474604,48456491618,1272,18050,1,0,11,17.0,0,0,0,0,0,1.0,8.0,0,0,20.0,1,17755,241,54
8474611,6057062756,42,2136,3,1,5,5.0,0,0,4,0,0,0.0,0.0,0,0,2.0,2,2045,91,0
8474612,100951020926,1000,63584,9,3,83,39.0,0,0,27,0,0,21.0,36.0,0,0,110.0,-3,54020,9338,226
8474613,141331436985,3710,74097,18,10,158,43.0,1,6,16,569,1197,38.0,28.0,1,0,54.0,-4,58708,8336,7053
8474618,125179275893,586,65416,9,4,77,78.0,0,0,20,0,0,18.0,49.0,0,0,60.0,14,57775,7440,201
8474628,66627677666,660,32285,5,2,57,52.0,0,0,16,0,0,6.0,9.0,0,0,54.0,-5,29883,2370,32
8474641,143350458900,1704,71872,17,26,169,75.0,5,4,22,512,930,26.0,32.0,0,0,32.0,-2,59578,2387,9907
8474668,46437479042,184,12788,4,1,15,70.0,0,0,16,0,0,8.0,12.0,0,0,10.0,1,12278,440,70
8474673,129217314310,1280,78527,15,4,65,20.0,0,1,36,0,0,34.0,52.0,0,0,87.0,7,69785,6355,2387
8474679,141331438055,2030,75736,27,15,151,37.0,3,6,16,17,33,27.0,41.0,1,0,26.0,4,62149,2756,10831
